thisRow.t,notes,welcome_screen.started,image_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.008739041999433539,0.013819332998536993,0.013819332998536993,,,,,,,,
