thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009004333000120823,0.014021999999840773,0.014021999999840773,,,,,,,,
