thisRow.t,notes,welcome_screen.started,image_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010038583999630646,0.043581292000453686,0.043581292000453686,,,,,,,,
