thisRow.t,notes,welcome_screen.started,image_sad_memo_instruct.started,key_resp_welcome.started,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
,,0.011678082999424078,0.014977708000515122,0.014977708000515122,,,,,,,,,
