thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,welcome_screen.stopped,key_resp_welcome.keys,key_resp_welcome.rt,key_resp_welcome.duration,refresh.started,text_refresh.started,text_refresh.stopped,refresh.stopped,emotional_level.started,rate_emotion_prompt.started,slider_emotion.started,key_resp_emotion.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012377958002616651,0.018228332992293872,0.018228332992293872,3.2191060409968486,j,3.179709541989723,None,,,,,,,,,999,001,2025-06-10_16h50.14.562,resting_state_demo,2024.2.4,None,2025-06-10 16h50.19.831912 +0800,
,,,,,,,,,3.2191592909948668,3.2245152499963297,3.5629909159906674,3.5107015829999,,,,,999,001,2025-06-10_16h50.14.562,resting_state_demo,2024.2.4,None,2025-06-10 16h50.19.831912 +0800,
,,,,,,,,,,,,,3.5114685829903465,3.5629909159906674,3.5629909159906674,3.5629909159906674,,,,,,,,
