thisRow.t,notes,welcome_screen.started,text.started,key_resp_welcome.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010995500000717584,0.037045667000711546,0.037045667000711546,5.030154500000208,,,,,,,,
