thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.010884415998589247,0.020791332994122058,0.020791332994122058,,,,,,,,
