thisRow.t,notes,welcome_screen.started,text.started,key_resp_welcome.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.01080029199965793,0.020776332999957958,0.020776332999957958,5.019202000000405,,,,,,,,
