thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.012583207993884571,0.018959332999656908,0.018959332999656908,,,,,,,,
