thisRow.t,notes,welcome_screen.started,text_welcome.started,key_resp_welcome.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.014394707992323674,0.021615582998492755,0.021615582998492755,,,,,,,,
