thisRow.t,notes,welcome_screen.started,text.started,image.started,key_resp_welcome.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,0.009881416999633075,0.04632087499976478,0.04632087499976478,0.04632087499976478,1.0343714170003295,,,,,,,,
